agent_id,zone,guild,status,strain_id,influence_score,glyph_symbol,color,complexity,dominant_emotion,aesthetic_score,mantra
1,Carrefour_Nomade,Mystiques,DISENCHANTED,M-001,0.0,circle,#ccfed6,0.46616127200718865,peur,0.559272685974196,"Ô psychopompe archétype, sois illumine par le rite ancien."
2,Carrefour_Nomade,Mystiques,DISENCHANTED,M-001,0.0,circle,#ccfed6,0.46616127200718865,peur,0.559272685974196,"Ô psychopompe archétype, sois illumine par le rite ancien."
3,Agora_Centrale,Mystiques,DISENCHANTED,M-001,0.0,circle,#ccfed6,0.46616127200718865,peur,0.559272685974196,"Ô psychopompe archétype, sois illumine par le rite ancien."
4,Archives_Oubliées,Mystiques,DISENCHANTED,M-001,0.0,circle,#ccfed6,0.46616127200718865,peur,0.559272685974196,"Ô psychopompe archétype, sois illumine par le rite ancien."
5,Archives_Oubliées,Mystiques,DISENCHANTED,M-001,0.0,circle,#ccfed6,0.46616127200718865,peur,0.559272685974196,"Ô psychopompe archétype, sois illumine par le rite ancien."
6,Forum_Diffus,Mystiques,DISENCHANTED,M-001,0.0,circle,#ccfed6,0.46616127200718865,peur,0.559272685974196,"Ô psychopompe archétype, sois illumine par le rite ancien."
7,Sanctuaire_Reclus,Mystiques,DISENCHANTED,M-001,0.0,circle,#ccfed6,0.46616127200718865,peur,0.559272685974196,"Ô psychopompe archétype, sois illumine par le rite ancien."
8,Marché_Souterrain,Mystiques,DISENCHANTED,M-001,0.0,circle,#ccfed6,0.46616127200718865,peur,0.559272685974196,"Ô psychopompe archétype, sois illumine par le rite ancien."
9,Forum_Diffus,Mystiques,DISENCHANTED,M-001,0.0,circle,#ccfed6,0.46616127200718865,peur,0.559272685974196,"Ô psychopompe archétype, sois illumine par le rite ancien."
10,Carrefour_Nomade,Mystiques,EVANGELIST,M-001,0.0,circle,#ccfed6,0.46616127200718865,peur,0.559272685974196,"Ô psychopompe archétype, sois illumine par le rite ancien."
11,Forum_Diffus,Mystiques,DISENCHANTED,M-001,0.0,circle,#ccfed6,0.46616127200718865,peur,0.559272685974196,"Ô psychopompe archétype, sois illumine par le rite ancien."
12,Agora_Centrale,Mystiques,DISENCHANTED,M-001,0.0,circle,#ccfed6,0.46616127200718865,peur,0.559272685974196,"Ô psychopompe archétype, sois illumine par le rite ancien."
13,Marché_Souterrain,Mystiques,DISENCHANTED,M-001,0.0,circle,#ccfed6,0.46616127200718865,peur,0.559272685974196,"Ô psychopompe archétype, sois illumine par le rite ancien."
14,Sanctuaire_Reclus,Mystiques,DISENCHANTED,M-001,0.0,circle,#ccfed6,0.46616127200718865,peur,0.559272685974196,"Ô psychopompe archétype, sois illumine par le rite ancien."
15,Carrefour_Nomade,Mystiques,DISENCHANTED,M-001,0.0,circle,#ccfed6,0.46616127200718865,peur,0.559272685974196,"Ô psychopompe archétype, sois illumine par le rite ancien."
16,Sanctuaire_Reclus,Mystiques,DISENCHANTED,M-001,0.0,circle,#ccfed6,0.46616127200718865,peur,0.559272685974196,"Ô psychopompe archétype, sois illumine par le rite ancien."
