agent_id,aesthetic_score,complexity,symmetry,glitch_factor,entropy_level,mantra_len,has_tag
1,0.5959011274435237,0.6530586022314361,3,0.3198986878100127,0.2584256920011604,81,1
2,0.6146599632545146,0.6461360757252831,5,0.0176715151643004,0.3324490207639373,78,1
3,0.5925749225382277,0.5522900831165286,5,0.3186033405769048,0.2462499902635665,83,1
4,0.3616666666666667,0.5,6,0.0,0.0,78,1
5,0.6101246216566292,0.407922584712464,3,0.0,0.1244599537543218,82,1
6,0.5922422940665932,0.5584673690281945,4,0.292855172210428,0.4645942267485702,84,1
7,0.6213147122977645,0.7022561397633091,7,0.0520899636896742,0.4875962041066601,82,1
8,0.5984699794711337,0.5564596682905891,5,0.2069565796798766,0.5027872141742853,81,1
9,0.6092124140545894,0.7511392932258273,4,0.2424606587469518,0.3860870027583423,80,1
10,0.6150494697335401,0.635681681867218,6,0.0358664614633577,0.4258919893958994,76,1
11,0.6006370835613302,0.6029622781111142,3,0.1500350792734006,0.4533109947375796,74,1
12,0.5975058563917267,0.7802010437018249,3,0.4785177710515359,0.2528572304842367,71,1
13,0.5999985765056322,0.5714968844139476,4,0.1572737965082772,0.2435267582736227,82,1
14,0.5928950215617126,0.4227388497206775,3,0.0345411766800978,0.4704747530087321,81,1
15,0.175,0.5,6,0.0,0.0,80,0
16,0.7258790003845494,0.4433586578214227,6,0.197457979041144,0.3596225854929011,76,1
17,0.5978300475892254,0.6283485102635146,3,0.2442551469440961,0.2529344967032855,82,1
18,0.6000513081795641,0.5066715904581275,3,0.4195587380196256,0.3248137619375898,67,1
19,0.5730585013972452,0.370414030654463,4,0.3944510180367893,0.2466485650123614,81,1
20,0.6120808914008493,0.5913033995230635,3,0.2227780460207711,0.2835276508587749,70,1
21,0.5855883425828456,0.5405685025969387,3,0.3574192355718285,0.3245686847078609,80,1
22,0.6090451578291312,0.646881293991199,5,0.1310854510708425,0.2484910151676201,83,1
23,0.5994518595669527,0.456321558120647,6,0.0787784791752512,0.3369641571957397,87,1
24,0.5937345565695569,0.457559318392545,5,0.1533145128643453,0.4523503242900726,86,1
25,0.5945717478340118,0.4943325399909544,6,0.2333971866395291,0.4985169308385375,81,1
26,0.175,0.5,6,0.0,0.0,70,0
27,0.6089477340509845,0.6366674835727597,3,0.0343798776727828,0.2248864068474118,81,1
28,0.619646419524672,0.5803032094094476,3,0.1389841936287783,0.4877264309071707,82,1
